ID,Category,Wind Speed (mph),Rain Fall (in.),Flood Depth (in.),Diameter (mi.),Warning Time,Start Time (made landfall),End Time (< category 1),Path,Path Length (mi.),Deaths,Permanent Injuries,Less Severe Injuries,Buildings Destroyed
H-2000246,1,95,5,8,22,"Dec. 12, 1934 - 05:58:12","Dec. 20, 1934 - 06:36:33","Dec. 20, 1934 - 21:36:33","33.953967, 3.97961 -> 24.48597, 5.580643 -> 30.887784, -1.854819 -> 28.625151, 3.736171 -> 20.820101, -8.581899 -> 22.838322, 8.586037 -> 20.155583, 1.497906 -> 30.168907, 11.286939 -> 31.820109, 0.224525 -> 30.592889, 2.448825 -> 21.78721, 2.225139 -> 36.18324, -2.95218 -> 29.093197, 8.841022 -> 22.502437, 7.823107 -> 19.478955, 0.660621 -> 31.141003, 9.133954 -> 29.324016, -1.196822 -> 26.399261, 5.630953 -> 29.098447, 9.994687 -> 21.692296, 10.698335 -> 30.489512, 5.288985 -> 26.282294, -7.32173 -> 23.22682, -2.689145 -> 25.425673, 1.389894 -> 29.84273, 6.883961 -> 29.075326, 0.390261 -> 30.320246, 0.720537 -> 36.778927, 0.462592 -> 21.846495, -5.331926 -> 25.729819, -3.54139 -> 28.865544, -1.964784 -> 20.106953, -0.318776 -> 29.948743, 9.015461 -> 21.873055, -2.594953",111.0,4664,0,56340,20075
H-2000247,4,135,23,64,552,"Jun. 04, 1977 - 18:12:00","Jun. 10, 1977 - 14:19:21","Jun. 11, 1977 - 09:19:21","24.687493, 107.881478 -> 22.371294, 118.015196 -> 33.119117, 93.932975 -> 21.861938, 119.23658 -> 28.206315, 108.177999 -> 25.071331, 96.689323 -> 23.486053, 112.127306 -> 32.230613, 89.314438 -> 23.708318, 96.295223 -> 28.26329, 98.770545 -> 30.064584, 96.791494 -> 21.975529, 100.948808 -> 34.137264, 97.243157 -> 32.242747, 117.171715 -> 25.303118, 93.044995 -> 34.127694, 99.911335 -> 27.140147, 104.661203 -> 31.637246, 88.77273 -> 30.62176, 94.594576 -> 37.429177, 102.571804 -> 22.912706, 94.341896 -> 31.2178, 117.739986 -> 38.676415, 110.636053 -> 33.143598, 111.021117 -> 33.659191, 101.239689 -> 30.555844, 107.224673 -> 37.774867, 115.960634 -> 23.690251, 113.239563 -> 33.825987, 106.202784 -> 25.633103, 98.037615 -> 37.373876, 112.868258 -> 29.42729, 117.397901 -> 32.931968, 118.518862 -> 35.849105, 109.407757",172.0,218606,944109,3850014,745549
H-2000248,5,171,56,238,609,"Jan. 26, 1971 - 03:12:05","Jan. 31, 1971 - 00:56:27","Jan. 31, 1971 - 23:56:27","46.978981, 80.533281 -> 42.364998, 74.53351 -> 53.095426, 79.26536 -> 55.311912, 47.517725 -> 50.100542, 84.044465 -> 42.898034, 69.594108 -> 53.729354, 52.388923 -> 47.370856, 75.127872 -> 45.410824, 57.714304 -> 51.907499, 55.521884 -> 42.751174, 75.903585 -> 51.141005, 47.644568 -> 44.054754, 71.913548 -> 44.375097, 68.735896 -> 54.489998, 80.692785 -> 52.737925, 57.810121 -> 52.701246, 47.166152 -> 47.211257, 52.586121 -> 48.523142, 70.105762 -> 55.213635, 53.81666 -> 47.929416, 48.772395 -> 51.205642, 66.100728 -> 42.122258, 53.435974 -> 41.683251, 80.507551 -> 52.298149, 53.012659 -> 52.216661, 85.572719 -> 55.171337, 49.941783 -> 54.887342, 58.27397 -> 51.302968, 67.27498 -> 46.183386, 58.642471 -> 48.557438, 63.237782 -> 43.505468, 76.654215 -> 53.534118, 61.479878 -> 55.035812, 67.067523",196.0,27170,411808,558352,106745
H-2000249,4,148,34,125,316,"Oct. 17, 1881 - 15:21:12","Oct. 24, 1881 - 08:59:23","Oct. 25, 1881 - 04:59:23","-3.41574, 111.567047 -> -6.917502, 135.991502 -> -0.025273, 128.264954 -> 2.699918, 132.714351 -> 0.520527, 103.61702 -> -4.256357, 139.359553 -> 0.153651, 131.463547 -> 6.446727, 129.408683 -> 8.294506, 122.075633 -> 1.32266, 116.460695 -> -5.237088, 116.261937 -> -5.484499, 128.220281 -> -8.840329, 102.770816 -> -8.071126, 130.256886 -> 3.618599, 112.390905 -> 1.672221, 118.7113 -> 5.387195, 127.550069 -> 5.74679, 139.839352 -> 0.809846, 135.378753 -> -0.791978, 140.017335 -> 5.934368, 96.229107 -> 8.070558, 136.370055 -> 3.47755, 130.035581 -> -6.263565, 121.310188 -> -5.713881, 136.060702 -> 4.944573, 97.140233 -> 4.536388, 136.20381 -> 7.415967, 103.233639 -> -4.681689, 114.189495 -> -0.500321, 98.826079 -> 4.034656, 99.746307 -> 2.447275, 96.043504 -> 7.52169, 132.976956 -> 2.31832, 124.624404",183.0,20561,92890,322675,80417
H-2000250,3,119,14,20,324,"Mar. 29, 1898 - 19:29:41","Apr. 7, 1898 - 08:05:00","Apr. 8, 1898 - 03:05:00","27.527399, 5.126763 -> 27.215816, 7.812848 -> 29.327886, 2.003592 -> 29.973154, 0.249171 -> 34.792056, 0.134093 -> 33.48444, 5.609983 -> 20.168769, 3.152178 -> 22.936856, -8.427887 -> 27.30312, 4.819081 -> 25.469146, -3.435359 -> 36.335946, 8.019776 -> 20.703006, -8.531066 -> 25.317153, -5.646641 -> 30.580152, 6.273664 -> 19.233951, 7.856406 -> 33.979095, -6.309283 -> 33.491002, -4.805183 -> 22.007472, -7.26598 -> 34.970601, 10.156046 -> 28.251367, -5.581448 -> 22.909418, 8.832107 -> 20.65813, 0.109777 -> 30.54315, 3.011717 -> 20.540102, 7.466583 -> 23.021969, 2.072053 -> 29.599539, 2.651556 -> 21.842663, 2.051191 -> 24.94285, 4.227233 -> 27.155231, -1.098163 -> 33.241323, 10.99707 -> 28.89303, 5.071795 -> 28.869186, -1.964905 -> 19.259161, 11.544593 -> 29.301614, 11.171187",162.0,15029,49144,184359,56715
H-2000251,3,116,13,16,169,"Aug. 16, 1968 - 08:34:02","Aug. 26, 1968 - 22:41:40","Aug. 27, 1968 - 15:41:40","36.357039, -121.081226 -> 44.135753, -108.402912 -> 49.288267, -78.715615 -> 33.07928, -117.634248 -> 30.808873, -111.471564 -> 36.576464, -116.17689 -> 33.132633, -88.592346 -> 39.319844, -108.796734 -> 41.8449, -86.840108 -> 34.460331, -76.326314 -> 39.579722, -81.048411 -> 36.478177, -103.219155 -> 41.910744, -74.10724 -> 30.892444, -95.331382 -> 43.780955, -93.843686 -> 41.878424, -113.690121 -> 45.853333, -92.673972 -> 44.880563, -85.979382 -> 48.883502, -84.445791 -> 46.206076, -90.935222 -> 36.096459, -120.41789 -> 39.285359, -92.727057 -> 35.447541, -75.062379 -> 31.673245, -90.540478 -> 38.589148, -82.490911 -> 45.980398, -104.869907 -> 38.090428, -83.261157 -> 40.454075, -90.524271 -> 35.551182, -101.194542 -> 35.41579, -122.212592 -> 33.516147, -106.456299 -> 43.621564, -106.193044 -> 33.033481, -89.968741 -> 40.427899, -123.929216",157.0,22549,104792,449237,105199
H-2000252,5,179,42,178,396,"Apr. 19, 1925 - 09:57:12","Apr. 30, 1925 - 00:53:45","May 1, 1925 - 00:53:45","44.303889, 79.103404 -> 52.931844, 65.163337 -> 51.6873, 81.766976 -> 43.47365, 55.804815 -> 50.867102, 82.985391 -> 49.905624, 66.417575 -> 43.683385, 76.015122 -> 43.630892, 55.590983 -> 46.368415, 57.538313 -> 48.649382, 62.520611 -> 46.665911, 81.79627 -> 47.08506, 58.047621 -> 42.453454, 58.481462 -> 48.537763, 53.136404 -> 52.11447, 72.547232 -> 43.712168, 69.030041 -> 44.049871, 83.648964 -> 42.608174, 61.186035 -> 49.883467, 53.468052 -> 44.639924, 55.031718 -> 52.461934, 55.621952 -> 52.057482, 73.865372 -> 41.727059, 68.879614 -> 55.517752, 73.133996 -> 55.142454, 81.285718 -> 51.78538, 84.379453 -> 53.159495, 51.881433 -> 49.039605, 72.989454 -> 54.36161, 59.245526 -> 47.631271, 78.426734 -> 50.206129, 76.389143 -> 49.022558, 67.812268 -> 51.310309, 62.060043 -> 46.465288, 61.428792",201.0,39032,594051,862876,147663
H-2000253,5,171,33,105,896,"Jan. 30, 1928 - 06:10:44","Feb. 4, 1928 - 13:38:02","Feb. 5, 1928 - 12:38:02","14.002659, 72.86408 -> 26.766806, 74.099992 -> 26.584222, 82.363915 -> 19.250377, 75.333018 -> 24.963747, 72.280061 -> 23.915204, 87.361827 -> 30.294268, 84.417391 -> 9.620978, 75.321769 -> 19.463401, 76.506491 -> 14.322449, 87.342194 -> 29.296024, 87.115034 -> 17.278581, 82.061217 -> 22.210277, 77.057051 -> 13.785471, 86.752574 -> 29.426421, 73.437892 -> 18.719447, 77.292018 -> 12.53859, 80.007997 -> 22.235818, 73.381087 -> 23.944025, 70.883316 -> 9.744309, 82.480864 -> 17.564786, 84.753133 -> 18.303503, 76.488003 -> 12.164975, 86.34536 -> 21.687594, 73.213782 -> 26.591177, 79.760527 -> 18.624632, 78.398764 -> 10.523395, 83.128054 -> 28.712809, 84.428843 -> 27.246767, 71.745953 -> 17.814753, 82.011094 -> 13.804514, 81.352655 -> 26.988726, 73.039132 -> 14.036772, 77.386197 -> 14.682211, 68.764079",186.0,367024,6635386,9446551,1637263
H-2000254,3,117,13,19,225,"Oct. 08, 1903 - 12:32:02","Oct. 16, 1903 - 02:12:24","Oct. 16, 1903 - 18:12:24","-47.017489, -64.964353 -> -41.815202, -56.010624 -> -29.790393, -65.037532 -> -43.709067, -67.604804 -> -48.165759, -59.966871 -> -42.401665, -64.611885 -> -49.012963, -69.546779 -> -29.811115, -62.842646 -> -39.41982, -64.44733 -> -21.944148, -62.223122 -> -48.470733, -59.842806 -> -26.827491, -66.504493 -> -39.113808, -59.702087 -> -33.691127, -60.470517 -> -35.750775, -57.760936 -> -46.627125, -56.446255 -> -44.256803, -55.98137 -> -30.291241, -56.142902 -> -37.390808, -59.236964 -> -25.200854, -68.613812 -> -43.273836, -60.10357 -> -26.318803, -63.326223 -> -39.971616, -69.125989 -> -49.491357, -56.326816 -> -31.508685, -65.456594 -> -23.147213, -56.436263 -> -34.770717, -62.535476 -> -38.670494, -68.987134 -> -39.198639, -65.343104 -> -29.360879, -68.729463 -> -39.924441, -59.003552 -> -45.983193, -59.766584 -> -48.008869, -62.924337 -> -36.2676, -63.588572",154.0,10485,40298,130771,39122
H-2000255,5,186,25,76,925,"Mar. 02, 2008 - 05:49:49","Mar. 10, 2008 - 04:21:31","Mar. 11, 2008 - 03:21:31","-32.468262, 152.094346 -> -35.847724, 149.337363 -> -31.68071, 124.577484 -> -21.375758, 117.212905 -> -30.859327, 117.540356 -> -26.115362, 118.321156 -> -18.95349, 123.048531 -> -30.426335, 137.575651 -> -21.021081, 144.48957 -> -35.50559, 125.344424 -> -15.079691, 119.439935 -> -18.703097, 140.665888 -> -36.530946, 146.819017 -> -18.981376, 129.992756 -> -32.072358, 127.854949 -> -25.474679, 116.625905 -> -35.577653, 117.702658 -> -36.204132, 117.165799 -> -17.559085, 145.67255 -> -36.337171, 138.235521 -> -30.054232, 138.278577 -> -36.426693, 142.864224 -> -20.532413, 132.525493 -> -26.995641, 151.771489 -> -26.02485, 142.321526 -> -12.95338, 136.067218 -> -20.579287, 145.484523 -> -26.454131, 137.954834 -> -25.369472, 135.628521 -> -30.869721, 140.3494 -> -13.092402, 148.393623 -> -31.980408, 129.535804 -> -30.551869, 152.531133 -> -38.29596, 144.776241",202.0,167811,2509355,3669637,701986
H-2000256,2,98,10,22,302,"Sep. 27, 1994 - 11:36:53","Oct. 3, 1994 - 13:49:48","Oct. 4, 1994 - 06:49:48","48.982201, -90.385929 -> 32.617435, -77.683769 -> 41.688376, -102.94951 -> 46.629977, -102.837444 -> 31.342967, -90.984759 -> 35.866424, -78.120617 -> 44.043061, -103.483072 -> 41.985406, -109.366769 -> 34.761298, -113.983759 -> 34.041246, -100.144885 -> 31.152143, -92.733197 -> 31.940287, -110.153 -> 47.662811, -121.210091 -> 35.520041, -114.975164 -> 37.927502, -119.813104 -> 44.409743, -118.702074 -> 47.354645, -78.280418 -> 30.960728, -79.844283 -> 31.495237, -100.430979 -> 37.965566, -71.763704 -> 35.675189, -122.752617 -> 41.033301, -74.529762 -> 42.170696, -82.979441 -> 48.968013, -109.741803 -> 44.494146, -102.998657 -> 30.779664, -77.974611 -> 36.943615, -105.579552 -> 33.455836, -120.831928 -> 39.78495, -81.065775 -> 41.767405, -110.145903 -> 31.137311, -73.893914 -> 45.35172, -110.346663 -> 38.47284, -101.465947 -> 34.765708, -104.403642",147.0,8350,0,133469,29806
H-2000257,5,180,28,90,795,"Jul. 26, 1942 - 20:32:24","Aug. 1, 1942 - 08:54:27","Aug. 2, 1942 - 05:54:27","68.577806, -111.781356 -> 65.121865, -114.897519 -> 61.161094, -130.654017 -> 59.092371, -83.732572 -> 64.825459, -123.905883 -> 64.729979, -64.620196 -> 67.195197, -136.716529 -> 56.642183, -119.942136 -> 57.454008, -90.7427 -> 66.67161, -104.035213 -> 67.694712, -81.890197 -> 58.737629, -127.639589 -> 69.175272, -101.401421 -> 50.997769, -106.733434 -> 66.155039, -122.07114 -> 65.319153, -130.347844 -> 66.306698, -113.185528 -> 57.752273, -77.558927 -> 57.738369, -132.450296 -> 53.096598, -102.965979 -> 63.804955, -99.821923 -> 58.170905, -96.728288 -> 50.520153, -72.280528 -> 68.529292, -97.562624 -> 60.521449, -69.986994 -> 54.115519, -84.785326 -> 69.426328, -80.965379 -> 58.249429, -89.870744 -> 66.087219, -65.924962 -> 53.935064, -101.646734 -> 54.532035, -135.739606 -> 63.166681, -116.136654 -> 65.259184, -135.202037 -> 54.789255, -120.080144",210.0,32431,536864,742039,157886
H-2000258,5,175,60,241,639,"Dec. 06, 1976 - 21:17:01","Dec. 16, 1976 - 11:05:36","Dec. 17, 1976 - 11:05:36","-11.064475, 16.822339 -> 0.352826, 16.364218 -> -5.916323, 14.057816 -> -3.7761, 26.225084 -> 2.970291, 26.269291 -> -11.41254, 12.815682 -> 1.557301, 23.975817 -> -7.264701, 23.639631 -> -1.036554, 22.736591 -> -8.062705, 15.936212 -> -6.295091, 15.682233 -> -6.508119, 13.403035 -> -4.766252, 26.146446 -> 3.930014, 18.787423 -> -2.14245, 16.015533 -> -0.692828, 24.259999 -> 0.887257, 20.695117 -> -7.34891, 20.285105 -> -3.755973, 19.677436 -> 1.474309, 13.442718 -> -2.049376, 13.798859 -> -1.933985, 16.483317 -> -12.700359, 23.810827 -> -7.739742, 27.757874 -> -8.859586, 21.088741 -> -8.14193, 27.134268 -> 0.051383, 18.340246 -> 2.920698, 22.684782 -> -2.284228, 21.745535 -> -6.13908, 23.795806 -> -6.219742, 19.532101 -> -1.837133, 20.038352 -> -11.141644, 20.843615 -> -9.367616, 16.920826",190.0,302268,4214691,5925136,1265028
H-2000259,1,92,5,5,90,"Oct. 23, 1978 - 14:22:46","Oct. 30, 1978 - 16:50:18","Oct. 31, 1978 - 04:50:18","21.039731, -99.097518 -> 21.897462, -102.089234 -> 29.631652, -107.074022 -> 28.774706, -100.856797 -> 19.726733, -103.346526 -> 22.670618, -114.164943 -> 27.84382, -105.041277 -> 27.994199, -109.773494 -> 27.782865, -106.259183 -> 15.935603, -104.235231 -> 24.918059, -95.635567 -> 15.568896, -96.213738 -> 27.855813, -96.027523 -> 22.89877, -111.338608 -> 27.45377, -94.978445 -> 18.472829, -104.855253 -> 25.574267, -88.074103 -> 17.646862, -99.914222 -> 26.32982, -101.124789 -> 28.700928, -108.415579 -> 27.685845, -113.251197 -> 17.963319, -112.504586 -> 17.563424, -113.816035 -> 22.523275, -95.794249 -> 20.48782, -97.332779 -> 26.575402, -103.782482 -> 17.539013, -106.730658 -> 25.311099, -110.913785 -> 18.550863, -89.764189 -> 26.96794, -115.43012 -> 16.585443, -90.005574 -> 30.023566, -99.556476 -> 18.552267, -109.787557 -> 21.636575, -111.498659",103.0,10541,0,127170,31589
H-2000260,2,100,12,22,272,"Aug. 21, 1920 - 05:54:23","Aug. 28, 1920 - 23:29:00","Aug. 29, 1920 - 13:29:00","21.262205, -107.216964 -> 28.893998, -98.87279 -> 24.901277, -105.523303 -> 26.215394, -88.316315 -> 19.939805, -97.391749 -> 29.087413, -94.826217 -> 17.102497, -104.842607 -> 21.125871, -99.534425 -> 26.96761, -110.855539 -> 24.185893, -108.8238 -> 28.47016, -113.567079 -> 19.544931, -105.766146 -> 21.078223, -96.775937 -> 20.573243, -111.337119 -> 19.227435, -111.232342 -> 19.723981, -98.770065 -> 17.580908, -115.406208 -> 19.356723, -113.609248 -> 21.61382, -109.856287 -> 26.214527, -102.88114 -> 27.577319, -103.922618 -> 27.708861, -97.290804 -> 27.967696, -93.557126 -> 17.151761, -88.92602 -> 18.663772, -115.321597 -> 18.586795, -87.690283 -> 29.085442, -104.608545 -> 28.715048, -106.876533 -> 17.213105, -102.53827 -> 18.690387, -91.515899 -> 15.644324, -99.234505 -> 27.124829, -91.624495 -> 22.405176, -110.34104 -> 30.5362, -98.53876",150.0,9616,0,155674,40011
H-2000261,4,154,17,43,529,"Feb. 28, 1997 - 08:14:53","Mar. 6, 1997 - 01:00:29","Mar. 6, 1997 - 22:00:29","23.243407, 7.191641 -> 34.085593, -3.886352 -> 30.022177, 2.904265 -> 21.798202, 2.809365 -> 31.56461, -5.7842 -> 35.562827, 3.00544 -> 22.744467, 4.050384 -> 31.172851, 7.498918 -> 24.115876, 4.35863 -> 35.259501, 11.179731 -> 30.301265, 10.917653 -> 30.432796, 8.481373 -> 36.267724, 8.593061 -> 26.265677, 4.251773 -> 23.515567, -3.648919 -> 28.372214, 4.84845 -> 31.162472, -3.470544 -> 31.815633, 9.856974 -> 36.260585, 10.049793 -> 22.946539, 9.143658 -> 22.947552, 1.104918 -> 19.528423, 7.037259 -> 22.345452, -6.321594 -> 20.362439, -3.594115 -> 25.39508, 6.451253 -> 21.257915, -1.865714 -> 30.375757, 3.787698 -> 21.091132, -0.59249 -> 19.205806, 9.418253 -> 31.465733, -6.297176 -> 29.5863, -7.718237 -> 26.781518, -2.210582 -> 28.541442, 10.01092 -> 24.016494, 0.817478",190.0,13267,52550,197950,59816
H-2000262,1,93,6,21,65,"Feb. 23, 2014 - 13:16:40","Mar. 2, 2014 - 05:39:52","Mar. 2, 2014 - 20:39:52","29.952625, 113.950623 -> 25.252748, 110.437181 -> 34.87621, 92.707938 -> 35.953861, 94.370991 -> 28.492392, 119.794034 -> 30.274546, 109.074131 -> 30.776368, 112.984055 -> 35.190639, 95.779744 -> 25.94065, 93.994514 -> 30.819547, 117.302159 -> 22.499417, 103.047398 -> 32.7575, 118.634821 -> 34.556266, 94.752953 -> 37.60285, 106.39294 -> 30.486333, 91.639999 -> 27.847559, 89.506307 -> 25.449693, 104.319597 -> 36.153301, 109.428446 -> 31.574069, 105.025177 -> 35.388224, 111.205697 -> 38.496263, 113.231537 -> 31.234201, 98.706865 -> 34.680127, 116.542669 -> 37.472357, 91.992795 -> 28.495078, 108.362499 -> 25.043248, 101.914985 -> 30.533461, 89.001532 -> 26.262744, 113.202677 -> 30.095649, 93.772828 -> 35.625064, 104.525459 -> 23.557015, 113.03894 -> 29.082937, 119.126952 -> 27.661177, 108.032732 -> 32.045392, 94.499198",119.0,43879,0,726401,182274
H-2000263,5,183,46,204,1175,"Apr. 17, 1888 - 07:58:37","Apr. 24, 1888 - 10:00:07","Apr. 25, 1888 - 06:00:07","22.786562, -108.64371 -> 20.761517, -95.029243 -> 25.307603, -104.288732 -> 17.890673, -100.722107 -> 30.537083, -100.186619 -> 24.60008, -112.71923 -> 19.074456, -112.843316 -> 15.555526, -112.997328 -> 27.210767, -94.647746 -> 30.056324, -93.794835 -> 25.244646, -104.895741 -> 24.63895, -114.879411 -> 20.987679, -102.32985 -> 24.122207, -103.535301 -> 16.832927, -98.423006 -> 16.441363, -93.754272 -> 30.471284, -114.82444 -> 17.077035, -103.530855 -> 27.593528, -105.167169 -> 25.865138, -94.110945 -> 22.061452, -89.59818 -> 22.590465, -87.78852 -> 28.81049, -106.770548 -> 29.28067, -104.509416 -> 27.364335, -89.171536 -> 16.990482, -104.716259 -> 28.254412, -98.831137 -> 29.368656, -93.271076 -> 27.733775, -110.645645 -> 26.594322, -97.599858 -> 29.69717, -91.378263 -> 22.340779, -98.232999 -> 25.651167, -113.023841 -> 22.135902, -105.088155",206.0,146116,2403400,3153235,607719
H-2000264,4,135,21,87,451,"Apr 22, 1879 - 01:13:05","May 1, 1879 - 03:23:55","May 1, 1879 - 21:23:55","28.055284, 82.080035 -> 25.60116, 72.9915 -> 27.026137, 73.662823 -> 23.194348, 74.122618 -> 20.032948, 75.849515 -> 27.174832, 79.65391 -> 25.217351, 71.363752 -> 26.627458, 87.374202 -> 16.752792, 70.372091 -> 15.930607, 85.853217 -> 14.450415, 86.708681 -> 18.995135, 82.49294 -> 11.624315, 81.663148 -> 23.361112, 86.756605 -> 23.309731, 78.590295 -> 14.154369, 86.149564 -> 23.31326, 78.144371 -> 11.230638, 74.307376 -> 16.099223, 81.382977 -> 18.665525, 84.605862 -> 28.192528, 83.351193 -> 9.766971, 75.659168 -> 26.169101, 70.214397 -> 9.26726, 84.825115 -> 20.524209, 75.156904 -> 26.311265, 68.596846 -> 17.221275, 82.395695 -> 12.246656, 77.815843 -> 8.738383, 73.05335 -> 15.366422, 74.411048 -> 26.244235, 72.32462 -> 26.515369, 83.06087 -> 28.279661, 76.979774 -> 24.044122, 81.987304",160.0,99814,453529,2354420,464301
H-2000265,3,116,16,32,336,"Dec. 21, 1959 - 00:08:43","Dec. 27, 1959 - 02:45:44","Dec. 27, 1959 - 19:45:44","-2.648926, -36.681078 -> -17.486243, -36.765177 -> -7.587911, -36.381817 -> -7.07446, -57.77268 -> -4.285546, -49.040854 -> -4.962262, -69.671349 -> -18.400149, -65.570384 -> -20.53459, -49.586066 -> -8.845599, -40.59574 -> -2.579812, -48.272627 -> -5.214329, -39.343123 -> -6.658531, -40.273739 -> -1.014456, -51.406115 -> -19.85129, -56.115964 -> -2.466827, -55.48455 -> -8.098326, -67.07479 -> -19.01253, -55.396005 -> -5.592371, -37.490187 -> -5.168106, -60.835924 -> -1.287611, -48.229317 -> -3.453118, -52.983938 -> -11.13428, -50.887439 -> -13.353119, -73.036507 -> -10.034994, -55.641975 -> -21.143093, -54.036427 -> 3.458138, -60.591492 -> -15.66716, -64.305996 -> -14.098172, -55.17381 -> -7.728556, -61.570925 -> -13.282893, -61.773809 -> -9.983245, -57.009091 -> -9.610832, -70.759004 -> -5.939355, -68.537974 -> -5.94674, -67.482923",149.0,66381,244427,1020513,257869
H-2000266,2,101,7,2,262,"Jan. 17, 1983 - 02:55:39","Jan. 21, 1983 - 13:16:01","Jan. 22, 1983 - 03:16:01","17.935153, 44.166364 -> 19.238884, 47.556239 -> 23.311227, 52.831491 -> 28.792069, 49.770375 -> 30.675421, 50.473811 -> 20.777026, 44.686632 -> 19.718149, 46.461598 -> 25.277491, 35.942797 -> 29.05506, 36.638782 -> 29.908434, 46.510963 -> 27.036299, 44.198649 -> 17.636889, 48.143527 -> 18.006962, 40.996991 -> 20.672671, 36.850307 -> 24.580257, 51.015308 -> 29.793292, 43.207453 -> 20.62768, 51.920941 -> 27.543376, 35.923593 -> 22.886889, 35.597299 -> 20.464511, 45.229734 -> 28.991161, 43.541144 -> 17.987476, 43.175914 -> 19.726698, 37.89056 -> 17.626215, 37.744316 -> 19.515156, 49.431517 -> 23.352201, 39.490877 -> 23.653689, 53.918425 -> 29.686986, 44.356144 -> 23.369684, 38.822246 -> 26.434804, 42.735211 -> 23.5837, 49.332084 -> 23.740356, 38.371016 -> 22.090014, 48.361707 -> 25.262271, 52.942379",143.0,10865,0,150740,38136
H-2000267,5,179,28,78,402,"Jul. 28, 2015 - 21:07:33","Aug. 6, 2015 - 07:00:17","Aug. 7, 2015 - 03:00:17","-10.863756, -71.213987 -> -20.31578, -38.277755 -> -0.134276, -35.282893 -> -20.126486, -70.803877 -> -21.249806, -50.784782 -> -13.647714, -52.587968 -> -12.886531, -50.258743 -> -8.232131, -61.648028 -> -19.513186, -49.454135 -> -17.398301, -66.179391 -> -11.852701, -55.565501 -> -5.01688, -44.981043 -> -21.417697, -60.114757 -> -16.125038, -42.216303 -> -7.854305, -48.18934 -> -17.221329, -47.435098 -> -8.503474, -39.227147 -> -1.248989, -58.915587 -> -20.3072, -36.647717 -> -1.192459, -48.431505 -> -5.908509, -69.900984 -> -9.014796, -54.469384 -> -15.72348, -72.787152 -> -2.745375, -60.391483 -> 2.169508, -61.407471 -> 3.440308, -48.160746 -> -10.650006, -48.805741 -> -8.299667, -65.167189 -> -7.608124, -65.339637 -> -11.623352, -71.702083 -> -5.091102, -55.573959 -> -3.66057, -53.523295 -> -13.282664, -57.327382 -> -7.853498, -45.739763",195.0,294459,5445199,8364000,1445521
H-2000268,4,149,19,25,526,"Jun. 22, 1971 - 07:16:34","Jun. 27, 1971 - 08:11:25","Jun. 28, 1971 - 05:11:25","24.008012, -100.507855 -> 15.655551, -93.622179 -> 22.01322, -88.148175 -> 20.702627, -102.147489 -> 23.355796, -108.826883 -> 20.891574, -94.783353 -> 17.696097, -107.130806 -> 18.968826, -91.035437 -> 26.807189, -94.911525 -> 24.127884, -113.049486 -> 27.583917, -87.568498 -> 28.037276, -105.309137 -> 28.820377, -95.13774 -> 29.182142, -102.824801 -> 15.685487, -96.303726 -> 22.272793, -111.616812 -> 16.897555, -94.943648 -> 23.627125, -94.795446 -> 28.707623, -92.550818 -> 16.605083, -102.946218 -> 17.672803, -91.135962 -> 29.383113, -100.691166 -> 17.916777, -103.754809 -> 21.148646, -111.31565 -> 20.279703, -107.351105 -> 26.988521, -113.995635 -> 18.971751, -92.706237 -> 19.569471, -112.771644 -> 19.850841, -91.524783 -> 15.845255, -110.156381 -> 17.168958, -109.418903 -> 19.380701, -91.957836 -> 16.960671, -113.392576 -> 23.422533, -97.147851",171.0,49248,194830,715838,173334
